yield
52.09821
42.02415
39.37545
63.09736
53.16833
71.6019
63.62369
50.86344
42.86031
53.13327
56.73516
49.21371
51.18509
51.05651
43.81972
68.75553
63.02521
56.70126
62.47333
67.2432
63.85928
42.39019
58.53526
43.93127
60.57013
62.90076
74.36777
67.17066
61.39822
60.9812
59.0985
54.4888
52.84333
61.1327
41.04663
59.81344
58.4147
55.11549
56.85121
65.06755
60.99585
44.71794
51.45619
61.77818
46.5696
50.37751
54.87609
45.14194
45.14801
63.70501
55.69813
39.35253
61.32839
65.51398
72.56498
57.17784
54.92282
71.04325
57.75249
47.23925
60.34597
68.25531
74.57211
62.69526
37.78106
55.99525
71.38856
61.14094
59.97956
58.72028
67.74344
43.99516
35.58156
51.58243
48.43609
46.7892
53.16282
48.48933
46.64196
38.14985
54.38225
44.45439
55.12277
29.30242
50.6919
49.7025
66.01687
49.57375
56.02764
53.27593
45.03186
56.28841
58.86015
46.58738
63.80618
56.1902
52.57788
60.14468
64.36356
58.00271
37.53779
66.34711
73.44908
45.05365
54.08364
53.32575
48.05287
64.18912
55.06893
72.7939
37.3122
70.96325
36.59268
57.83071
47.20058
55.67076
64.57525
63.77339
52.0607
57.13196
69.16334
57.18805
59.35591
45.85973
66.23428
41.42917
45.87351
48.75622
48.82189
64.08375
41.61061
60.34336
58.16695
51.36364
42.41783
73.12842
56.31294
60.11379
41.41996
54.92585
62.73573
54.46307
51.91454
57.96295
62.82801
60.48432
58.77329
54.13509
56.10548
50.70311
59.55445
56.98064
61.42599
51.78112
50.31412
51.62261
62.23438
50.95161
55.20057
51.68954
47.3044
46.01014
48.94837
58.83413
61.17559
54.95518
55.68879
62.13468
42.53596
49.9658
49.3025
48.73306
63.34861
49.19389
60.89538
46.74007
50.54935
47.55889
55.25569
56.31795
54.72174
63.41367
47.87753
64.82047
55.91048
57.08531
54.0617
62.44361
55.64326
43.52584
57.91219
60.43651
48.59565
41.91136
49.83129
62.33763
46.5747
44.1937
49.38117
58.41085
58.63372
42.47548
62.60594
60.41581
65.9073
50.38783
59.17901
46.38035
50.39484
57.51797
54.58232
54.95324
50.86403
61.60359
57.89493
58.84208
62.0656
56.34853
76.21291
42.02014
42.57064
46.61234
38.77577
50.58729
55.98563
53.39149
64.89103
42.34925
57.47792
59.9314
54.39014
63.81655
40.86073
61.19566
55.64154
47.60308
65.63947
38.85313
40.92852
51.86225
68.79425
47.36636
48.45304
51.1039
51.03628
37.77058
55.46786
63.26854
48.50206
48.27777
54.29409
48.1458
64.34953
52.63209
61.017
74.98581
64.93261
61.45855
58.82718
72.25779
53.92381
66.71344
54.56879
70.46146
55.1498
65.28463
38.81956
54.44021
46.38865
59.37452
60.12972
53.4048
37.93012
53.58254
55.60757
53.40091
54.96364
66.24557
63.73894
60.30874
60.50904
66.01802
51.29334
55.72322
65.13079
75.96334
49.04499
36.78812
49.5314
63.9197
40.13547
49.28619
39.99335
58.98104
54.79088
42.35008
54.18004
53.25703
62.9853
49.04902
46.75342
52.66462
54.56739
40.06999
46.53112
43.82805
55.9939
51.06167
62.01903
44.75058
40.63486
48.98955
56.38659
52.96116
35.37321
49.84367
62.15197
56.47706
56.83594
63.63168
48.72025
54.93177
61.08717
54.88357
48.76306
47.78814
57.41402
62.00232
64.57878
49.80937
45.60517
54.79478
57.30941
46.5491
60.28154
54.99869
44.37127
55.94862
64.50498
57.82954
42.27573
59.37352
58.94403
50.63072
52.72627
40.93962
43.32037
53.49004
55.00364
58.07917
66.08885
70.20699
46.40394
52.54842
57.65827
58.68468
57.05914
46.98781
50.82114
48.19691
53.74013
54.78087
70.41673
42.86896
48.64075
56.52816
51.25194
59.92504
61.46872
46.31414
52.76271
60.97429
68.80285
50.10529
66.19877
44.72982
42.90827
49.8847
53.60946
59.1388
54.52581
43.56176
60.44311
56.26968
50.70235
52.37334
62.08667
40.39723
62.65347
65.32033
40.32792
62.25469
47.19268
50.2571
47.38105
65.0275
63.06221
62.9068
37.42659
59.38575
48.77708
61.91008
34.4961
48.87078
59.07094
57.14399
35.89325
61.2467
42.44701
54.1191
60.54003
62.31406
38.18227
44.96724
55.29476
51.39164
63.74492
41.34558
47.11311
50.33162
23.81324
67.52747
65.6237
59.54408
51.9897
90.89648
27.96415
89.82672
54.51692
38.24233
46.05671
31.7832
48.2768
31.24853
94.76166
42.96781
62.46597
61.55295
29.74964
33.47192
20.35088
87.88399
19.54327
24.85198
62.96012
60.30676
72.81915
40.27579
38.65391
75.0169
74.74086
43.73785
86.99929
22.13911
63.04101
100.20559
60.08483
105.52624
78.63558
20.95043
40.08237
38.39835
44.30301
70.41466
57.56602
64.37741
84.62116
56.83516
75.72039
71.74574
39.35441
37.06741
90.96084
94.03333
46.2944
90.972
65.0629
80.71243
80.17801
115.94102
89.87303
103.17277
42.82415
44.13961
79.42002
78.07863
95.61563
119.86945
58.55634
48.8217
91.35057
73.60975
69.53075
75.66163
69.98255
40.20133
56.96511
55.72926
59.80188
55.54016
67.96203
56.41258
53.7585
57.75891
54.12468
45.54332
50.45887
58.4068
48.71458
60.49022
55.3155
60.98396
50.96241
41.64008
35.46729
55.96813
57.37354
72.32133
45.28772
50.56061
43.59821
37.60691
64.3119
54.31033
40.41186
57.24901
57.13544
50.9187
48.37854
62.61581
44.41527
43.61738
63.17157
55.55734
36.18528
43.9568
53.3605
39.36089
39.01126
67.31049
58.65625
55.13085
42.80035
47.48166
65.07626
53.04579
44.85477
36.12855
52.45638
59.93647
51.23039
47.03329
48.50902
39.09256
55.69422
51.11965
35.99876
54.43675
51.93776
48.06686
54.6884
45.85491
59.21642
55.55288
49.52183
47.78435
66.95007
58.30735
36.06983
63.50942
75.02489
66.02681
56.63073
61.5357
52.38703
54.54971
51.52822
55.07056
37.24892
64.2953
44.25026
66.03803
54.65619
51.36855
34.50656
56.28588
67.30553
47.75796
40.80205
52.70289
48.30248
51.54128
46.57536
63.42466
44.57628
55.77823
56.33342
64.32631
75.28192
48.32397
94.28712
46.62196
69.45454
36.86719
61.92741
56.04493
68.13797
94.69525
58.79962
60.31755
34.62132
53.90174
62.80457
68.81447
93.8825
41.04143
71.48226
75.19734
89.6312
37.15916
