yield
62.95554
59.31591
62.3566
63.37275
67.04582
62.74193
61.79064
61.7029
61.35497
66.20103
65.26114
67.46757
61.90503
65.69639
65.98854
66.28996
65.93689
64.30234
65.3569
64.17673
