E
607.16316
437.76398
553.74391
583.58151
501.54
547.82288
585.89077
499.92143
567.72726
575.89077
1033.49528
1029.14138
1007.03321
975.1944
1048.88717
1026.52897
1033.2467
1047.28233
1030.61705
1005.56562
