yield
61.68697
63.7553
67.53801
68.83662
66.62978
68.00871
62.59713
65.52205
62.79921
62.10074
59.86605
61.92
67.1536
63.17354
61.74247
58.28096
63.21031
58.6647
61.13517
63.56677
