E
2662.5849
2731.518575
2699.4733
2593.1619
2788.5398
2705.537625
2606.39355
5936.908088
5761.283288
5664.471388
5721.9489
5524.986263
5778.040275
5911.098413
5710.125725
5926.98635
5957.234663
